,Artists,Title,Lyrics
104,Big Baby Tape,Bandana,"TranslationsБеларускаяRomanizationEnglishBandana Lyrics

Deep enough for you?
Deep enough for you?
Deep enough for you?
Deep enough for you?
Deep enough for you?

Помню времена, когда мне было мало
Сделал гуалу и похавал в Benihana (Deep enough for you?)
Пару лямов — много пармезана
Молодой Сусаноо, я Учиха после зана
Всё идёт по плану, на бите Montana
Голова — бандана, банде не нужна охрана
Полосы на мне, о да, я начал бегать рано
Нахуй кошельки, stack выпирает из кармана
Да, мы курим lala, да, мы курим zaza
Да, мы курим shabba и глазам пизда от газа
Миша съел ксанакс, Миша после занов
Миша после bar'ов, слышишь, Миша после bar'ов
И на мне банда (Банда?)
Что в моём стакане? Это не простая Fanta
Она так сосёт — ей надо на шоу талантов
Но мы с ней не пара, понял после пары блантов, сука
Ты не мой partner
У меня был белый за последней партой (Deep enough for you?)
Да, я тот белый (У), сделал это, мама
Всё идёт по плану, это бандана
Помню времена, когда не было LEGO
Теперь они хотят сидеть на члене у Олега
Всё, что я делаю, — fuego
Они не врубают в это, парень, mula бустит моё эго
Улицы не спят, я солдат, это бандана
Мои кусты слева и кирпичи справа
Мускулы на пачки, есть пресс на карманах
Ты не об этом, белый, не могу тебя понять, окей
Много снега даже в середине лета
Их рэп не стоит даже моего браслета
¿Qué pasa? Te quiero, gualito, dinero
Mas uno número, я про queso, есть чеддер
Много сплетен, но мне поебать на них
Mula во-первых, а также во-вторых
Да, я плаг, она влюбилась в dope dick
Она катает этот dick, да, она ride'ит этот dick, эй
Bitch, это бандана
Я босс, не dope runner, да, я top stunna
Не перестану, я начал так рано
На Бога, да, это oh my mama

Ла-ди-ди-да, да, да-да-да-да
Ла-ди-ди-да, да, да-да-да-да (Deep enough for you?)
Ла-ди-ди-да, да, да-да-да-да
Ла-ди-ди-да, да, да-да-да-да (У), гр-р-ра
Банда, на, на-на-на-на (Ву)
Бандана, на, на-на-на-на (Эй)
Банда, на, на-на-на-на
Бандана, на, на-на-на-на (Бандана, ву-ху, deep enough for you?)
О мой Бог, хорошая работа, Олег (Deep enough for you?)You might also like115Embed"
105,Calvin Harris,One Kiss,"TranslationsPortuguêsFrançaisOne Kiss Lyrics
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need

Let me take the night, I love real easy
And I know that you'll still wanna see me
On the Sunday morning, music real loud
Let me love you while the moon is still out
Something in you-ou-ou lit up heaven in me-e-e
The feeling won't let me slee-ee-eep
'Cause I'm lost in the way you move, the way you feel

One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need

One
One
One
One

I just wanna feel your skin on mine
Feel your eyes do the exploring
Passion in the message when you smile
Take my time
You might also like
Something in you-ou-ou lit up heaven in me-e-e
The feeling won't let me slee-ee-eep
'Cause I'm lost in the way you move, the way you feel

One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need

One
One
One
One

See a wonderland in your eyes
Might need your company tonight

Something in you-ou-ou lit up heaven in me-e-e
The feeling won't let me slee-ee-eep
'Cause I'm lost in the way you move, the way you feel
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need
One kiss is all it takes
Fallin' in love with me
Possibilities
I look like all you need

One
One
One
One69Embed"
106,Surf Curse,Freaks,"TranslationsРусскийFrançaisFreaks Lyrics
Don't kill me, just help me run away
From everyone, I need a place to stay
Where I can cover up my face
Don't cry

I am just a freak
I am just a freak
I am just a freak
I am just a freak
My head is filled with parasites
Black holes cover up my eyes
I dream of you almost every night
Hopefully

I won't wake up this time
I won't wake up this time
I won't wake up this time
I won't wake up this timeYou might also like50Embed"
107,The Weeknd,Call Out My Name,"TranslationsTürkçeEspañolРусскийPortuguêsItalianoΕλληνικάDeutschFrançaisفارسیCall Out My Name Lyrics
We found each other
I helped you out of a broken place
You gave me comfort
But falling for you was my mistake

I put you on top, I put you on top
I claimed you so proud and openly
And when times were rough, when times were rough
I made sure I held you close to me
So call out my name (Call out my name)
Call out my name when I kiss you so gently
I want you to stay (Want you to stay)
I want you to stay even though you don't want me
Girl, why can't you wait? (Why can't you wait, baby?)
Girl, why can't you wait 'til I fall out of love?
Won't you call out my name? (Call out my name)
Girl, call out my name, and I'll be on my way and
I'll be on my—

I said I didn't feel nothing, baby, but I lied
I almost cut a piece of myself for your life
Guess I was just another pit stop
'Til you made up your mind
You just wasted my time

You were on top, I put you on top
I claimed you so proud and openly, babe
And when times were rough, when times were rough
I made sure I held you close to me

So call out my name (Call out my name, baby)
So call out my name when I kiss you so gently (Ohh)
I want you to stay (I want you to stay)
I want you to stay even though you don't want me
Girl, why can't you wait? (Girl, why can't you wait 'til I?)
Girl, why can't you wait 'til I fall out of loving?
Babe, call out my name (Say call out my name, baby)
Girl call out my name and I'll be on my way
And, I'll be on my—
You might also like
On my way, on my way
On my way, on my way, ooh
On my way, on my way, on my way
On my way, on my way, on my way
(On my)331Embed"
108,MiyaGi & Endspiel,Люби меня,"Люби меня (Love Me) Lyrics

М-м-м, на-на-на
Е-е-е-е
М-м-м, и

Солнечные блики, рассветы и туманы
Мама, залечи мои открытые раны
Здесь наполнит холодом ранимая весна
Родные объятия, манна, в них весь я
Грусть окатит город, и куда себя девать?
На районе legalize и нам наплевать
Это шкуры из провинции — похоть грехов
Я скрываю свои думки от местных котов
It's a wonderful life, sunshine
Горы позитива курят эти строки натощак
Я врываюсь в её бедра, взгляд в облака
Почему никто не просится в планету добра?
Она не набрав ни нала, ни добра
Нам мало напалма, навалом на лад
Наломала на ладах, ни ла-ла-ла, ни на-на
На волыне, мол, иная начинается стрельба
Под чувством «любовь» ей откроются все двери
По играм все её давным-давно хотели
Мы спрячем руки в руки, баламуты, вышли вон
Тут моя жизнь, и я ей окрылён
Под чувством «любовь» ей откроются все двери
По играм все её давным-давно хотели
Мы спрячем руки в руки, баламуты, вышли вон
Тут моя жизнь, и я ей окрылён

Люби меня, дорогая, терпи меня
Дорогая, прости меня за то, что распиздос
(М-м, я не вывезу ни капли твоих слёз)
Люби меня, дорогая, терпи меня
Дорогая, прости меня за то, что распиздос
(М-м, я не вывезу ни капли твоих слё-ё-ёз)

Одновременно воля с ветром, плыли облака
Меня мечта заветная вела, говорит: «Не проморгай»
Наверняка всё будет так как надо — руки до небес
И море топило меня в себе, привлекая интерес
И на виду ваших глаз я раскрываю ноты фраз
Готов поспорить, не зря мелодия манила нас
Не зря мелодия манила нас
Любовь кормила поцелуями, лови напас
Минимум — это страсть, и я в тебе готов пропасть
А с неба падали звёзды в пропасть, мы за ними, разбиваясь
На тысячи частиц валим, валим, валим
От незнакомых лиц вдали, вдали, вдали
Зазывали маяками заветными чудеса
Весь этот мир за тебя готов я наказать
И мимо наших окон снова плыли миражи
Этим моментом дорожи!
You might also like
Люби меня, дорогая, терпи меня
Дорогая, прости меня за то, что распиздос
(М-м, я не вывезу ни капли твоих слёз)
Люби меня, дорогая, терпи меня
Дорогая, прости меня за то, что распиздос
(М-м, я не вывезу ни капли твоих слё-ё-ёз)

Я по тонкому льду с тобой наружу
С тобой наружу, е, е-а
Я по тонкому льду с тобой наружу
Мы не виноваты, терпи меня, как когда-то
Давай останемся на память в этих фотографиях
И нам не надо больше воздуха, чтобы дышать
Мой город — капкан, и я в него попал
Остаться человеком здесь шансов так мало
Я заберу своё и отправлюсь назад
Туда, где для друг друга мы были не просто так
Верю в красочный мир, где мы непобедимы
Но с той стороны любовь — далеко не стимул
Мы наизнанку вывернем, вывернем, вывернем
Наш каменный мир (Бу!), в котором горим

Просто держи меня за руку (За руку), и я с тобой тут по тонкому льду
Просто держи меня за руку (За руку), пока я тут иду ко дну
Просто держи меня за руку (За руку), и я с тобой тут по тонкому льду
Просто держи меня за руку (За руку), пока я тут иду ко дну
Люби меня, дорогая, терпи меня
Дорогая, прости меня за то, что распиздос
(М-м, я не вывезу ни капли твоих слёз)
Люби меня, дорогая, терпи меня
Дорогая, прости меня за то, что распиздос
(М-м, я не вывезу ни капли твоих слё-ё-ё-ё-ёз)

Ни капли твоих слё-ё-ё—, уо-уо-уо, о-о8Embed"
109,INSTASAMKA,SHAKE,"TranslationsEnglishSHAKE Lyrics

Money
Р-р

I do shake, shake, shake, my fucking ass do money
Bitch, work, work, I'm twerkin' on your party
Slap my ass, Dolce & Gabbana mommy
Las Vegas, no comments, I invest in body money
I do shake, shake, shake, my fucking ass do money
Bitch, work, work, I'm twerkin' on your party
Slap my ass, Dolce & Gabbana mommy
Las Vegas, no comments, I invest in body money
My man вкладывает деньги в тело (У)
Facetune queen, я еду на дело
Большая жопа (Большая жопа)
Ставлю импланты какие хотела
Bitch, следи за своим языком (Э)
Твой сайт — уёбище точка com
I'm on a phone (Бр-р, бр-р)
Страшная сука, возьми телефон
Ding-dong, мои суки звонят
Ugly-ugly, ugly bitches избегают мой взгляд (Bitch)
Кто ты такой? (Хм?) Ты кто, твою мать? (Ха-ха-ха)
(Я, твою мать, INSTASAMKA, и я твоя мать)

I do shake, shake, shake, my fucking ass do money
Bitch, work, work, I'm twerkin' on your party
Slap my ass, Dolce & Gabbana mommy
Las Vegas, no comments, I invest in body money
I do shake, shake, shake, my fucking ass do money
Bitch, work, work, I'm twerkin' on your party
Slap my ass, Dolce & Gabbana mommy
Las Vegas, no commеnts, I invest in body money

Все страшные суки ненавидят меня (Slap)
Они слышат мои треки везде и всегда
Мо-Моё имя — INSTASAMKA, все знают, кто я
Я получаю карат за то, что я — это я (It's me)
Вышла замуж в Париже, громкая сука, я пизже
Ставлю импланты побольше (У), и сиськи повыше (У)
Суки, потише — Цыганка в Париже
Эй, суки, потише, эй, суки, потише (Shut up)
You might also like
I do shakе, shake, shake, my fucking ass do money
Bitch, work, work, I'm twerkin' on your party
Slap my ass, Dolce & Gabbana mommy
Las Vegas, no comments, I invest in body money
I do shake, shake, shake, my fucking ass do money
Bitch, work, work, I'm twerkin' on your party
Slap my ass, Dolce & Gabbana mommy
Las Vegas, no comments, I invest in body money

Mo-Money
Mo-Mo-Mo-Mo-Mo-Mo—
Bitch
Money-money
Mo-Mo-Mo-Mo-Money
Mo-Mo-Mo-Mo-Mo-Mo—
Money-money3Embed"
110,The Kid LAROI,Stay,"TranslationsTürkçeEspañolPortuguêsItalianoDeutschFrançaisفارسیSTAY Lyrics
I do the same thing I told you that I never would
I told you I'd change, even when I knew I never could
I know that I can’t find nobody else as good as you
I need you to stay, need you to stay, hey (Oh)

I get drunk, wake up, I'm wasted still
I realize the time that I wasted here
I feel like you can't feel the way I feel
Oh, I’ll be fucked up if you can't be right here
Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
Oh, I'll be fucked up if you can't be right here

I do the same thing I told you that I never would
I told you I'd change, even when I knew I never could
I know that I can't find nobody else as good as you
I need you to stay, need you to stay, hey
I do the same thing I told you that I never would
I told you I'd change, even when I knew I never could
I know that I can't find nobody else as good as you
I need you to stay, need you to stay, hey

When I’m away from you, I miss your touch (Ooh)
You’re the reason I believe in love
It's been difficult for me to trust (Ooh)
And I’m afraid that I'ma fuck it up
Ain't no way that I can leave you stranded
'Cause you ain’t ever left me empty-handed
And you know that I know that I can't live without you
So, baby, stay
You might also like
Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
Oh, ooh-woah (Oh, ooh-woah, ooh-woah)
I'll be fucked up if you can't be right here

I do the same thing I told you that I never would
I told you I'd change, even when I knew I never could
I know that I can't find nobody else as good as you
I need you to stay, need you to stay, hey
I do the same thing I told you that I never would
I told you I'd change, even when I knew I never could
I know that I can't find nobody else as good as you
I need you to stay, need you to stay, hey

Woah-oh
I need you to stay, need you to stay, hey111Embed"
111,Steve Lacy,Bad Habit,"TranslationsEspañolPortuguêsBad Habit Lyrics
I wish I knew you wanted me
I wish I knew
I wish I knew you wanted me
I wish I knew
I wish I knew you wanted me

What you, ooh, uh, what you do?
Made a move, could've made a move
If I knew I'd be with you
Is it too late to pursue?
I bite my tongue, it's a bad habit
Kinda mad that I didn't take a stab at it
Thought you were too good for me, my dear
Never gave me time of day, my dear
It's okay, things happen for
Reasons that I think are sure, yeah

I wish I knew
I wish I knew you wanted me (I wish I knew)
I wish I knew (Oh)
I wish I knew you wanted me
I wish I knew (Yeah)
I wish I knew you wanted me (Oh)
I wish I knew
I wish I knew you wanted me

Please say to me (Please, just say to me)
If you still want it
I wish you wouldn't play with me
I wanna know (I wanna know)

Can I bite your tongue like my bad habit?
Would you mind if I tried to make a pass at it?
No, you're not too good for me, my dear
Funny you come back to me, my dear
It's okay, things happen for
Reasons that I can't ignore, yeah
You might also like
I wish I knew
I wish I knew you wanted me
I wish I knew (Wish I knew)
I wish I knew you wanted me (Oh)

You can't surprise a Gemini (I wish I knew)
I'm everywhere, I'm cross-eyed, and (I wish I knew you wanted me)
Now that you're back, I can't decide (I wish I knew)
If I decide if you're invited (I wish I knew you wanted me)
You always knew the way to wow me
Fuck around, get tongue-tied, and
I turn it on, I make it rowdy
Then carry on, but I'm not hidin'
You grabbin' me hard 'cause you know what you found
It's biscuits, it's gravy, babe


You can't surprise a Gemini
But you know it's biscuits, it's gravy, babe
I knew you'd come back around
'Cause you know it's biscuits, it's gravy, babe
Let's fuck in the back of the mall, lose control
Go stupid, go crazy, babe
I know I'll be in your heart 'til the end
You'll miss me, don't beg me, babe21Embed"
112,Jakone,Курить,"Курить (Smoke) Lyrics

Я люблю тебя больше, чем ку-у-у-ри-и-ить

Я люблю тебя больше чем курить, больше чем шабить, больше чем дрочить (М-м, да)
Нет ни рубля, но люблю гулять, и люблю тебя
Ну прости-и-и
Я люблю тебя больше чем курить, больше чем шабить, больше чем дрочить (М-м, да)
Не люблю гулять, но люблю люля
И люблю тебя, да бля (Апчхи)
М, правда?
На тебе Prada, подо мной Prado
Мы как с парада, блядь
Слышу звонок в дверь динь-динь
Твоя жопа хлоп-хлоп, вверх-вниз
Вижу забор тут сык-сык, вяжут копы нас цык-цык
Я могу подцепить пару кур, а ты?
Кинуть палку за пять секунд, а ты?

Вдыхать твой запах как траву
Ведь я не могу её
Ку-у-у-ри-и-ить

Я люблю тебя больше чем курить, больше чем шабить, больше чем дрочить (М-м, да)
Нет ни рубля, но люблю гулять, и люблю тебя
Ну прости-и-и
Я люблю тебя больше чем курить, больше чем шабить, больше чем дрочить (М-м, да)
Не люблю гулять, но люблю люля
И люблю тебя, да бля

Титьки на перевес, жопа как Mercedes
Не BMW— C-class, почти залез в её мотор
Дай-ка мне ключ на десять, за лавэ не даст
Два — остынь, болван, поспи
Я спал, а я влюбился, и сказал:
You might also like
Вдыхать твой запах как траву
Ведь я не могу её
Ку-у-у-ри-и-ить

Я люблю тебя больше чем курить, больше чем шабить, больше чем дрочить (М-м, да)
Нет ни рубля, но люблю гулять, и люблю тебя
Ну прости-и-и
Я люблю тебя больше чем курить, больше чем шабить, больше чем дрочить (М-м, да)
Не люблю гулять, но люблю люля
И люблю тебя, да бляEmbed"
113,Irina Kairatovna,Кеттiк,"Кеттiк (Kettik) Lyrics
Моя химия, мы инь-янь
Моя тонкая линия нежности
Бриллиант на тысячи карат
Нам пора домой
Кел, это мой парад
Твой зад тут в эпицентре
Мне плевать на комплименты
Я пусть и без чувств заберу тебя в лучшее место
Кеттiк, бәрін таста

Кеттiк, бәрін таста
Кеттiк, бәрін таста
Кеттiк, бәрін таста
Кеттiк, бәрін таста

Ты зациклена на деталях
Я провинциальный тип со свой моралью
Че так и будем друг другу еб**ь мозг? Ставить грани? (А?)
Ты с парнем? Нет, ты занята!
Так и передай ему
Да да, нах*й правила нам?
Я по глазам вижу что ты хочешь
Вижу как ты точишь сладкое
Да ты напалена дама, ты напалена
Да не важно это, (ща главное эт твоя талия)

Кеттiк, бәрін таста
Кеттiк, бәрін таста
Кеттiк, бәрін таста
Кеттiк, бәрін таста
You might also like
Күн батты, в городе двенадцать ночи
Сенің көзің говорят мне что ты очень хочешь
Айналам толған қыздар, беттерін корчат
Маған жақындап, алып кетуге просишь
Кім, тоқташ, есіміңді қайталашы
Не дедің, естілмейді, бері жақындашы
Джонни Депп? Өтінем үйтіп шатаспашы
Көршілерім ояу, қатты шынғырмашы

Кеттiк, бәрін таста
Кеттiк, бәрін таста
Кеттiк, бәрін таста
Кеттiк, бәрін таста1Embed"
114,Isolate.exe,Crystals,"Crystals Lyrics
Fuck a cop
Fuck a phone
Fuck the motherfucking law
Fuck a narc
Fuck the five o
Broke a party, shit it's on
Fuck a cop
Fuck a phone
Fuck the motherfucking law
Fuck a narc
Fuck the five o
Broke a party, shit it's on
Fuck a cop
Fuck a phone
Fuck the motherfucking law
Fuck a narc
Fuck the five o
Broke a party, shit it's on
Fuck a cop
Fuck a phone
Fuck the motherfucking law
Fuck a narc
Fuck the five o
Broke a party, shit it's on
I'm looking for a victim pushing keys on the scheme
I wanna make a stain for a million, ride clean
I'm looking for a victim pushing keys on the scheme
I wanna make a stain for a million, ride clean
I'm looking for a, looking for a, looking for a, looking for a, for a victim, for a, for a, for a victim pushing keys on the scheme
I wanna make a stain for a million, ride clean
I'm looking for a victim pushing keys

Fuck a cop
Fuck a phone
Fuck the motherfucking law
Fuck a narc
Fuck the five o
Broke a party, shit it's on
Fuck a cop
Fuck a phone
Fuck the motherfucking law
Fuck a narc
Fuck the five o
Broke a party, shit it's on
Fuck a cop
Fuck a phone
Fuck the motherfucking law
Fuck a narc
Fuck the five o
Broke a party, shit it's on
Fuck a cop
Fuck a phone
Fuck the motherfucking law
Fuck a narc
Fuck the five o
Broke a party, shit it's on
You might also like
I'm looking for a victim pushing keys on the scheme
I wanna make a stain for a million, ride clean
I'm looking for a victim pushing keys on the scheme
I wanna make a stain for a million, ride clean
I'm looking for a, looking for a, looking for a, looking for a, for a victim, for a, for a, for a victim pushing keys on the scheme
I wanna make a stain for a million, ride clean
I'm looking for a victim pushing keys

Fuck a cop
Fuck a phone
Fuck the motherfucking law
Fuck a narc
Fuck the five o
Broke a party, shit it's on
Fuck a cop
Fuck a phone
Fuck the motherfucking law
Fuck a narc
Fuck the five o
Broke a party, shit it's on
Fuck a cop
Fuck a phone
Fuck the motherfucking law
Fuck a narc
Fuck the five o
Broke a party, shit it's on
Fuck a cop
Fuck a phone
Fuck the motherfucking law
Fuck a narc
Fuck the five o
Broke a party, shit it's onEmbed"
115,Jah Khalib,Сжигая дотла,"Сжигая дотла (Burning down) Lyrics

Я видел тебя ещё пару лет назад
Но тогда тебе ничего не сказал — только написал
Комната в исписанных листах, падает листва
Постоянно думал о глазах, о твоих глазах
Время пролетало по часам. Ты словно прячешься
Не переставал писать. Всё забылось начисто
Пролетали месяца. Верил, что мы встретимся
Вскоре нас свела весна. Детка, ты — моя судьба
А теперь, мы стали неделимы!
Она топит в моём сердце льдины
Да, она ведёт себя далеко не мило
Но при этом понимает, кто её мужчина!
Детка, дала, дала, дала, дала, тебя не манит
Тебя мало, мало, мало, мало, ты словно магнит
Это пламя между нами зажигается с искры
Но я не знаю, как его потушить
Давай, просто сгорим
Ведь нам нравится, нам нравится, когда
Так ярко светятся наши глаза
Ведь нам нравится, нам нравится, когда
Наши тела сближаются

И снова, до утра, мы не будем спать сжигая тела
Сжигаю тебя! Сжигаю дотла! Сжигая дотла! Да!
Мы не будем спать, сжигая тела. Сжигаю тебя
Сжигаю дотла. Сжигая дотла!
Ведь, нам мало огня, нам мало огня
Нам мало огня. Сжигаю тебя! Сжигаю дотла
Ведь, нам мало огня, нам мало огня
Нам мало огня. Сжигаю тебя! Сжигаю дотла

Растаявший снег, ты смотришь на город
Прижимаясь ко мне, ты чувствуешь рядом опору
И вскоре — молчание в след, мои руки сожмут твои бедра!
Дай мне больше огня. Я переполнен тобою
Ведь это больше, чем любовь. Больше, чем любая страсть
Это больше, чем роман. Это сложно описать
Это можно заменить на дешевый суррогат
Но я плотно подсел на тебя, и не слезу никак
На столе не допитый Маккалан
Твоя голая спина цвета какао - эмоций фонтаны
Мы сходим с ума, сгорая в ладонях
Касаясь друг друга, сгорая — ты стонешь
Все так, как ты хочешь!
Нам это по нраву, и мы с тобою горим
Тебя мало, мало, мало, мало, мало, ты словно магнит!
Это пламя между нами зажигается с искры!
И я не знаю, как его потушить. Давай, просто скажи!
You might also like
Ведь нам нравится, нам нравится, когда
Так ярко светятся наши глаза
Ведь нам нравится, нам нравится, когда
Наши тела сближаются

И снова, до утра, мы не будем спать, сжигая тела
Сжигаю тебя! Сжигаю дотла! Сжигая дотла! Да!
Мы не будем спать, сжигая тела. Сжигаю тебя
Сжигаю дотла. Сжигая дотла!
Ведь, нам мало огня; нам мало огня
Нам мало огня. Сжигаю тебя! Сжигаю дотла
Ведь, нам мало огня; нам мало огня
Нам мало огня. Сжигаю тебя! Сжигаю дотла
Ведь, нам мало огня; нам мало огня
Нам мало огня. Сжигаю тебя! Сжигаю дотла
Ведь, нам мало огня; нам мало огня
Нам мало огня. Сжигаю тебя! Сжигаю дотла
Ведь, нам мало огня; нам мало огня
Нам мало огня. Сжигаю тебя! Сжигаю дотла
Ведь, нам мало огня; нам мало огня
Нам мало огня. Сжигаю тебя! Сжигаю дотлаEmbed"
116,Miyagi & Andy Panda,Marmalade,"Marmalade Lyrics

Для тебя найду добро, и верну ему пульс
Вновь куда-то так увлекусь
Время остановится пусть
Сейчас
И пока я тут, считай эти звёзды — путь
Не понадобится ничуть
Друг об друга лечили грусть
Всегда
С тобой же в один лад
Чуть тоньше намекай
До дрожи похожи
Жевали мармелад
Продолжи понимать
Отложим всё опять
До дрожи по коже
Вникали в звездопа-а-ад

Сердце забрала, на небо лупили в звёзды
Уплетая мармелад, с тобой я дышу свободой
Без тебя я в кандалах, надумали вечно жить мы
Продолжаясь на битах, мы, продолжаясь на битах
Сердце забрала, на небо лупили в звёзды
Уплетая мармелад, с тобой я дышу свободой
Без тебя я в кандалах, надумали вечно жить мы
Продолжаясь на битах, мы, продолжаясь на битах (И, и, и)

Снова в трип, валит бит
Наши чувства — Боинг, пристегнем ремни
Что мне нужно от тебя? Детка, знай
Это сладкий вайб, но о нём позже, зай
Полуголый тон, звездопад, смотри
Красивый вид, ведь рядом ты
Расплываются тени
Волнуюсь, будто на сцене
Самый сладкий вайб я не разбазарю
Не продам, уж тем более не потеряю, отвечаю
Посмотрел в её глаза, успокоил мысли
В этот раз стихи о чистом, о здравом смысле (И)
You might also like
Всё, что я копил с добром, отдаю тебе
О, мой мир, мы ведь стали ближе, поднимаюсь выше
Всё, что я копил с добром, отдаю тебе
О, мой мир, мы ведь стали ближе, поднимаюсь выше

Сердце забрала, на небо лупили в звёзды
Уплетая мармелад, с тобой я дышу свободой
Без тебя я в кандалах, надумали вечно жить мы
Продолжаясь на битах, мы, продолжаясь на битах
Сердце забрала, на небо лупили в звёзды
Уплетая мармелад, с тобой я дышу свободой
Без тебя я в кандалах, надумали вечно жить мы
Продолжаясь на битах, мы, продолжаясь на битах (Я, и)

Я-я-я-я-е-е
Я-я-я-я-я-е-е
Я-я-я-я-е-е
Я-я-я-я-я-е-е
Я-я-я-я-е-е
Я-я-я-я-я-е-е
Я-я-я-я-е-е
Я-я-я-я-я-е-е5Embed"
117,Big Baby Tape,99 Problems,"TranslationsEnglishRomanizationБеларуская99 Problems Lyrics

Эй, ай, ай
Ай, эй, ай (Фью-фью)
Ай, эй, эй (Фью)
DJ Tape
BANDANA

Этот день настал, мать его, он судный
Я не жму им руку, я не дружелюбный
Какой ты нахуй G? Твоя банда — лизоблюды
У меня новый соус, они хотят чекнуть моё блюдо
Сука, в чём дело? Эй, сука, в чём дело?
Эта блядь взяла в руки мой член и запела
В багажнике первый, я скинул им целый
Они приходят ко мне, ведь я скинул им цены
Скажи спасибо Богу за то, что ты целый
Кто эти фрешмены? Я рву их, как целок
У меня есть вес, и он тяжёлый
У тебя есть вкус, прости, он дешёвый
Девяносто девять проблем — JAY-Z
Я пришёл из dirt'а, я пришёл из грязи
Он хочет street credit, но не сможет купить
Есть вещи, которых ты не сможешь купить
Нахуй lockdown, сука, get down
Ствол у виска, клик-клэк, пиу-пау
Мама, don’t cry, я кого-то въебал
Пару пинт лина и лавэ на PayPal
Choppa goes: «Дрэнг, дрэнг-брэм-бэм-бэньг»
Forty bands на cuban link от Johnny Dang
Чё-Чё ты мне скажешь? Эй, сука, в чём дело?
Хм, лучше завали ебало и займись делом
Сука, в чём дело? (Эй-эй)
Эй, сука, в чём дело? (Сука, в чём дело?)
(Эй, ай, ай, ай, ай)
Сука, в чём дело? (Ай, ай, эй)
Эй, сука, в чём дело? (В чём дело?)
Ай (Эй)
Сука, в ч—

Девяносто девять проблем
Нахуй девяносто девять проблем
Ты не мой белый, хоуми, ты не мой чел
Choppa в моих джинсах и ещё мой член
Я катаюсь с кем? Я катаюсь с гэнгом
Я был в Барселоне, мы там свэгали с Олегом
Сука, wassup, в чём дело?
Не ебу суку, если она не селеба
Мои-Мои пачки весят много — не могу ходить прямо
Монограмма Louis, мой ремень от Ferragamo
Не кончаю в суку — нахуй, babymama, драму
(Да, мы—) Да, мы так живём, я никогда не перестану
Jugg'ать этих белых на их кэш, lil' bitch
До сих пор Тейп, до сих пор Hoodrich
Белый, как bleach, как белый кирпич
Две суки рядом — выглядит, как сэндвич
Дела на блоке, не на личном
Делать лямы ощущается отлично
Много drug’ов и наличных
Я ебался с твоей сукой, ты спалил меня с поличным
You might also like
Ха, я сделал вид, что в этом нет ничего такого, и я сказал тебе:

Сука, в чём дело? (Эй-эй)
Эй, сука, в чём дело? (Сука, в чём дело?)
(Эй, ай, ай, ай, ай)
Сука, в чём дело?71Embed"
118,Freddie Dredd,Limbo,"Limbo Lyrics
Walk around the world, it feel like every place the same
I look into your eyes and see that you are in some pain
Freddie gonna help the business, help a rope around your neck
Gonna help you make a choice, let it sit, don't let it rest
You a pest, what the fuck, you left a mess
It's okay, I'll just say that your body's gone today
You in Hell, I don't think you failed, you just made some bail
Come that day, it gets worse and I hope you fucking hurt

Now what's the word, captain?
I think I caught you lackin'
There are ninе more layers than this hell's packin'
No tippy tappin', bitch I comе in rippy rappin'
I feel lucky I'm not you
At the top I do the do
Stuck in the fuckin' darkness and it's cold, at heart
Haven't felt sun in some days, bitch, where do I start?
Start from the top, and the next stop the bottom
Rock bottom baby, I swear I already got em'
Close your eyes and think of something for me
Think of all the times that you've been feeling kinda lonely
What could you do with your time instead?
What? You smoking weed, you fuck your bitch and go to bed
Notice all the colors that you seeing in your head
Now strip away that shit and feel the darkness, feel it spread
This is what is like to be known as dead
Now open up your eyes, you see the world it is red

Now what's the word, captain?
I think I caught you lackin'
There are nine more layers than this hell's packin'
No tippy tappin', bitch I come in rippy rappin'
I feel lucky I'm not you
At the top I do the do
Stuck in the fuckin' darkness and it's cold, at heart
Haven't felt sun in some days, bitch, where do I start?
Start from the top, and the next stop the bottom
Rock bottom baby, I swear I already got em'
Now what's the word, captain?
I think I caught you lackin'
There are nine more layers than this hell's packin'
No tippy tappin', bitch I come in rippy rappin'
I feel lucky I'm not you
At the top I do the do
Stuck in the fuckin' darkness and it's cold, at heart
Haven't felt sun in some days, bitch, where do I start?
Start from the top, and the next stop the bottom
Rock bottom baby, I swear I already got em'You might also likeEmbed"
