,Artists,Title,Lyrics
141,Mergui,אנג'ל,"5 ContributorsAngel - אנג’ל Lyrics
תני לי להגיד לך משהו (אה-הו-אה)
את בטוח לא מלאך
אבל יש בך (ממ), יש בך
יש בך משהו שרק הו-א יכול לתת
?אז למה? למה? למ-ה
?למה הם קוראים לך אנג'ל

לא, אין לך כנפיים, את לא מלאך
הסתכלתי בשמים, לא רשום שהם שלך
לא לא, אין לך כנפיים את לא מלאך
?תסתכלי לי בעיניים, למה הם קוראים לך אנג׳ל

את שדה את, את שדה את, אנג׳ל
?את שדה את, למה הם קוראים לך אנג’ל

כולן טובות מידיי, לא מזיז לי כלום בגוף
כשאת רעה אלי זה מביא לי את הגרוב

שימי לב, זז על הדיסקו מה לא עשית פה
מאתגרת לי ת'לב כאילו שזה טיקטוק, כן
אני לא גיבור אני לא סופרמן
אבל אם תנסי למצוא עוד מרגי לא תוכלי - אין
?אין, סורי, ביי, תגידי זה כאב לך שנפלת עליי
פה? ניקח לשם אולי, או שפשוט תסבירי לי למה
You might also like
לא, אין לך כנפיים, את לא מלאך
הסתכלתי בשמים, לא רשום שהם שלך
לא לא, אין לך כנפיים את לא מלאך
?תסתכלי לי בעיניים, למה הם קוראים לך אנג׳ל

את שדה את, את שדה את, אנג׳ל
את שדה את, את שדה את, אנג׳ל

את שדה את, את שדה את, אנג׳ל
?את שדה את, למה הם קוראים לך אנג’ל

אנל'א רוצה עוד להחזיק בבטן
עושה לי טוב שאת רעה (עושה לי טוב, עושה לי טוב)
כמעט חשבתי שאת מגן עדן
אוי אנג'ל איך את לא רואה (איך את לא רואה ש-)

לא (לא), אין לך כנפיים, את לא מלאך
הסתכלתי בשמים, לא רשום שהם שלך
לא לא, אין לך כנפיים, את לא מלאך
?תסתכלי לי בעיניים בייבי, למה הם קוראים לך אנג׳ל
את שדה את, את שדה את, אנג׳ל
?למה הם קוראים לך אנג’ל

את שדה את, את שדה את, אנג׳ל
את שדה את, את שדה את, אנג׳ל

את שדה את, את שדה את

אני כבר לא קורא לך אנג’לEmbed"
142,Doja Cat,Kiss Me More,"204 ContributorsTranslationsTürkçePolskiRomânăPortuguês日本語DeutschKiss Me More Lyrics
We hug and, yes, we make love
And always just say goodnight (La-la-la-la-la-la)
And we cuddle, sure, I do love it
But I need your lips on mine

Can you kiss me more?
We're so young, boy, we ain't got nothin' to lose, oh-oh
It's just principle
Baby, hold me 'cause I like the way you groove, oh-oh

Boy, you write your name, I can do the same
Oh, I love the taste, la-la-la-la-la-la
All on my tongue, I want it (La-la-la-la-la-la)
Boy, you write your name, I can do the same
Oh, I love the taste, la-la-la-la-la-la
All on my tongue, I want it (La-la-la-la-la-la)

I, I feel like fuckin' somethin'
But we could be corny, fuck it
Sugar, I ain't no dummy, dummy
I likе to say, ""What if?"" But if
We could kiss and just cut the rubbish
Then I might bе onto somethin'
I ain't givin' you one in public
I'm givin' you hundreds, fuck it
Somethin' we just gotta get into
Sign first, middle, last on the wisdom tooth
Niggas wishin' that the pussy was a kissin' booth
Taste breakfast, lunch, and gin and juice
And that dinner just like dessert too
And when we French, refresh, give me two
When I bite that lip, come get me too
He want lipstick, lip gloss, hickeys too, huh
You might also like
Can you kiss me more?
We're so young, boy, we ain't got nothin' to lose, oh-oh
It's just principle
Baby, hold me 'cause I like the way you groove, oh-oh

Boy, you write your name, I can do the same
Oh, I love the taste, la-la-la-la-la-la
All on my tongue, I want it (La-la-la-la-la-la)
Boy, you write your name, I can do the same
Oh, I love the taste, la-la-la-la-la-la
All on my tongue, I want it

Say give me a buck, need that gushy stuff
Push the limit, no, you ain't good enough
All your niggas say that you lost without me
All my bitches feel like I dodged the county
Fuckin' with you feel like jail, nigga (Feel like jail)
I can't even exhale, nigga (Exhale)
Pussy like holy grail, you know that (Holy grail)
You gon' make me need bail, you know that
Caught dippin' with your friend
You ain't even half, man, lyin' on your ****, you know that
Got me a bag full of brick, you know that
Control, don't slow the pace if I throw back
All this ass for real (All this ass)
Drama make you feel (Make you feel)
Fantasy and whip appeal is all I can give you
Can you kiss me more?
We're so young, boy, we ain't got nothin' to lose, oh-oh
It's just principle
Baby, hold me 'cause I like the way you groove, oh-oh
Oh, darlin'

Boy, you write your name, I can do the same
Ooh, I love the taste, oh-la-la-la-la-la
All on my tongue, I want it
Boy, you write your name, I can do the same
Ooh, I love the taste, oh-la-la-la-la-la
All on my tongue, I want it203Embed"
143,Marshmello,Happier,"248 ContributorsTranslationsEspañolไทย / Phasa ThaiРусскийفارسیHappier Lyrics
Lately, I've been, I've been thinking
I want you to be happier, I want you to be happier

When the morning comes
When we see what we've become
In the cold light of day, we're a flame in the wind
Not the fire that we've begun
Every argument, every word we can't take back
'Cause with all that has happened
I think that we both know the way that this story ends

Then only for a minute
I want to change my mind
'Cause this just don't feel right to me
I wanna raise your spirits
I want to see you smile but
Know that means I'll have to leave

Know that means I'll have to leave
Lately, I've been, I've been thinking
I want you to be happier, I want you to be happier
You might also like
When the evening falls
And I'm left there with my thoughts
And the image of you being with someone else
Well, it's eating me up inside
But we ran our course, we pretended we're okay
Now if we jump together, at least we can swim
Far away from the wreck we made

Then only for a minute
I want to change my mind
'Cause this just don't feel right to me
I wanna raise your spirits
I want to see you smile but
Know that means I'll have to leave

Know that means I'll have to leave
Lately, I've been, I've been thinking
I want you to be happier, I want you to be happier

So I'll go, I'll go
I will go, go, go
So I'll go, I'll go
I will go, go, go
Lately, I've been, I've been thinking
I want you to be happier, I want you to be happier
Even though I might not like this
I think that you'll be happier, I want you to be happier

Then only for a minute (Only for a minute)
I want to change my mind
'Cause this just don't feel right to me (Right to me)
I wanna raise your spirits (Wanna raise your spirits)
I want to see you smile but
Know that means I'll have to leave

Know that means I'll have to leave
Lately, I've been, I've been thinking
I want you to be happier, I want you to be happier

So I'll go, I'll go
I will go, go, go357Embed"
144,Jason Derulo,Take You Dancing,"42 ContributorsTake You Dancing Lyrics
Da-da-da-da-da-da
Da-da-da-da-da-da
Da-da-da-da-da-da
Da-da-da-da-da-da (Jason Derulo)

Pull up, skrrt-skrrt on your body
Performin' just like my 'Rari
You're too fine, need a ticket
I bet you taste expensive
Pourin' up, up, up by the liter
If you keepin' up, you's a keeper
Tequila and vodka
Girl, you might be a problem

Run away, run away, run away, run away, I know that I should
But my heart wanna stay, wanna stay, wanna stay, wanna stay now
You can see it in my eyes that I wanna take you down right now if I could
So I hope you know what I mean when I say

Let me take you dancin'
Two-step to the bedroom
We don't need no dancefloor
Let me see your best move
Anything could happen
Ever since I met you
No need to imagine
Baby, all I'm asking
Is let me take you dancing
You might also like
Like da-da-da-da-da-da
Da-da-da-da-da-da
Da-da-da-da-da-da
Da-da-da-da-da-da
Da-da-da-da-da-da
Da-da-da-da-da-da
Da-da-da-da-da-da
Da-da-da-da-da-da

Pull up, skrrt-skrrt on your body
It's just us two in this party
That Louis, that Prada
Looks so much better off ya
Turn me up, up, up, be my waitress
Know we not in love, so let's make it
Tequila and vodka
Girl, you might be a problem

Run away, run away, run away, run away, I know that I should (Know that I should)
But my heart wanna stay, wanna stay, wanna stay, wanna stay now
You can see it in my eyes that I wanna take you down right now if I could
So I hope you know what I mean when I say
Let me take you dancin'
Two-step to the bedroom
We don't need no dancefloor
Let me see your best move
Anything could happen
Ever since I met you
No need to imagine
Baby, all I'm asking
Is let me take you dancing

Like da-da-da-da-da-da
Da-da-da-da-da-da (Oh)
Da-da-da-da-da-da
Da-da-da-da-da-da (If you know what I mean)
Da-da-da-da-da-da
Da-da-da-da-da-da
Da-da-da-da-da-da (Girl)
Da-da-da-da-da-da

Let me take you dancin'
Two-step to the bedroom
We don't need no dancefloor
Let me see your best move
Anything could happen
Ever since I met you
No need to imagine
Baby, all I'm asking
Is let me take you dancing
Da-da, da-da-da-da-da-da (Oh, baby)
Da-da-da-da-da-da (Oh, baby)
Da-da-da-da-da-da (If you know what I mean)
Da-da-da-da-da-da
Da-da-da-da-da-da (All night)
Da-da-da-da-da-da
Da-da-da-da-da-da (Dancin')8Embed"
145,Mergui,לא יוצא למסיבות,"2 ContributorsLo Yotze Lemesibot - לא יוצא למסיבות Lyrics
זוכרת, חלמנו בגדול
פיזרנו שטויות בחול
היינו ילדים
מחברת, כתבנו שם את הכל
גנבתי לך ת'מכחול
צבענו ת'פחדים

אבל, הזמן עבר ואת לא פה
אמרת שהמרחק עושה את שלו
חמקת לי מבין האצבעות
עכשיו את מחזיקה ת'יד שלו

ואני לא יוצא למסיבות
מאז שאת לא פה
או-או-או-או, כל הלילה
אני לא יוצא כבר לבלות
מאז שאת איתו
רוקדת לידו כל הלילה

או, רוקדת לידו
רוקדת לידו כל הלילה
או, רוקדת לידו
רוקדת לידו  כל הלילה
You might also like
יפה, יפה לך יותר לבד
עם הרגשות בצד
עד שאגע בך שוב
רוצה, רוצה לחזור לאחור
להיות אותו גיבור
שמציל אותך כשעצוב

הזמן עבר ואת לא פה
אמרת שהמרחק עושה את שלו
חמקת לי מבין האצבעות
עכשיו את מחזיקה ת'יד שלו

ואני לא יוצא למסיבות
מאז שאת לא פה
או-או-או-או, כל הלילה
אני לא יוצא כבר לבלות
מאז שאת איתו
רוקדת לידו כל הלילה

או, רוקדת לידו
רוקדת לידו כל הלילה
או, רוקדת לידו
רוקדת לידו  כל הלילה
בואי נוריד מסכות
אבל לא בא לי לראות
שאת מאושרת יותר בלעדיי
את לא שלי את שלו
הצחוק שלך בגללו
נשארתי בבית, נשארתי בבית

ואני לא יוצא למסיבות
מאז שאת לא פה
או-או-או-או, כל הלילה
אני לא יוצא כבר לבלות
מאז שאת איתו
רוקדת לידו כל הלילה

או, רוקדת לידו
רוקדת לידו כל הלילה
או, רוקדת לידו
רוקדת לידו  כל הלילהEmbed"
146,Omer Adam,הלב שלי,"1 ContributorHalev Sheli - הלב שלי Lyrics
הַלֵּב שֶׁלִּי נִקְרַע לִשְׁנַיִם
מָה שֶׁלֹּא רָאֲתָה שִׁפְחָה עַל הַמַּיִם
כְּמוֹ סוּפָה מִן הַיָּם ,הוֹלֵם
כְּמוֹ תֹּפָהּ שֶׁל מִרְיָם , פּוֹעֵם
וְאֵין תְּרוּפָה בָּעוֹלָם
הַלֵּב שֶׁלִּי מֵרִים יָדַיִם
כְּבָר מוֹעֵד לֹא עוֹמֵד עַל הָרַגְלַיִם
שֶׁבֶר כְּלִי שֶׁאֵין בּוֹ כְּבָר מָה
וְהַשָּׁמַיִם הֵם לִי חוֹמָה
אֵיךְ אֶעֱבֹר בְּתוֹךְ הַיָּם בְּיַבָּשָׁהּ⁠

וְרַק אַתָּה יָכוֹל
לַהֲפֹךְ מִסְפְּדִי לְמָחוֹל
לְזַכֵּךְ אֶת הַחֹל
לְרַכֵּךְ בִּי הַכֹּל
וְרַק אַתָּה מֵבִין אֵיךְ לָגֶשֶׁת לַלֵּב שֶׁלִּי
מְשַׁכֵּךְ כָּל כְּאֵב שֶׁבִּי
מְרַפֵּא אֶת הַלֵּב

הַלֵּב שֶׁלִּי נִקְרַע לִשְׁנַיִם
חֶצְיוֹ אָשֵׁם וְחֶצְיוֹ לְשֵׁם שָׁמַיִם
כְּמוֹ סוֹפָהּ מִן הַיָּם ,הוֹלֵם
כְּמוֹ תֹּפָהּ שֶׁל מִרְיָם ,פּוֹעֵם
וְאֵין תְּרוּפָה בָּעוֹלָם ,לַלֵּב
You might also like
וְרַק אַתָּה יָכוֹל
לַהֲפֹךְ מִסְפְּדִי לְמָחוֹל
לְזַכֵּךְ אֶת הַחֹל
לְרַכֵּךְ בִּי הַכֹּל
וְרַק אַתָּה מֵבִין אֵיךְ לָגֶשֶׁת לַלֵּב שֶׁלִּי
מְשַׁכֵּךְ כָּל כְּאֵב שֶׁבִּי
מְרַפֵּא אֶת הַלֵּב

וְיֵשׁ עוֹד צַר שֶׁמֵּצִיק לְצֹאן
וְאֵין צִיר שֶׁיִּצְעַק לְצוּר
רַק אֲנִי מוּל יָם שָׁלֵם וְלֵב שָׁבוּר

וְרַק אַתָּה יָכוֹל
לַהֲפֹךְ מִסְפְּדִי לְמָחוֹל
לְזַכֵּךְ אֶת הַחֹל
לְרַכֵּךְ בִּי הַכֹּל
וְרַק אַתָּה מֵבִין אֵיךְ לָגֶשֶׁת לַלֵּב שֶׁלִּי
מְשַׁכֵּךְ כָּל כְּאֵב שֶׁבִּי
מְרַפֵּא אֶת הַלֵּבEmbed"
147,Eminem,The Real Slim Shady,"457 ContributorsTranslationsEspañolPortuguêsPolskiItalianoDeutschFrançaisTürkçeThe Real Slim Shady Lyrics
May I have your attention, please?
May I have your attention, please?
Will the real Slim Shady please stand up?
I repeat, will the real Slim Shady please stand up?
We're gonna have a problem here...

Y'all act like you never seen a white person before
Jaws all on the floor like Pam like Tommy just burst in the door
And started whoopin' her ass worse than before
They first were divorced, throwin' her over furniture (Agh!)
It's the return of the ""Oh, wait, no way, you're kidding
He didn't just say what I think he did, did he?""
And Dr. Dre said… nothing, you idiots!
Dr. Dre's dead, he's locked in my basement (Ha ha!)
Feminist women love Eminem
""Chicka, chicka, chicka, Slim Shady, I'm sick of him
Look at him, walkin' around, grabbin' his you-know-what
Flippin' the you-know-who,"" ""Yeah, but he's so cute though""
Yeah, I probably got a couple of screws up in my head loose
But no worse than what's goin' on in your parents' bedrooms
Sometimes I wanna get on TV and just let loose
But can't, but it's cool for Tom Green to hump a dead moose
""My bum is on your lips, my bum is on your lips""
And if I'm lucky, you might just give it a little kiss
And that's the message that we deliver to little kids
And expect them not to know what a woman's clitoris is
Of course, they're gonna know what intercourse is
By the time they hit fourth grade
They've got the Discovery Channel, don't they?
We ain't nothin' but mammals—well, some of us, cannibals
Who cut other people open like cantaloupes
But if we can hump dead animals and antelopes
Then there's no reason that a man and another man can't elope
But if you feel like I feel, I got the antidote
Women, wave your pantyhose, sing the chorus, and it goes—
You might also like
I'm Slim Shady, yes, I'm the real Shady
All you other Slim Shadys are just imitating
So won't the real Slim Shady please stand up
Please stand up, please stand up?
'Cause I'm Slim Shady, yes, I'm the real Shady
All you other Slim Shadys are just imitating
So won't the real Slim Shady please stand up
Please stand up, please stand up?

Will Smith don't gotta cuss in his raps to sell records (Nope)
Well, I do, so fuck him and fuck you too!
You think I give a damn about a GRAMMY?
Half of you critics can't even stomach me, let alone stand me
""But Slim, what if you win, wouldn't it be weird?""
Why, so you guys could just lie to get me here?
So you can sit me here next to Britney Spears?
Shit, Christina Aguilera better switch me chairs
So I can sit next to Carson Daly and Fred Durst
And hear 'em argue over who she gave head to first
Little bitch put me on blast on MTV
""Yeah, he's cute, but I think he's married to Kim, hee-hee""
I should download her audio on MP3
And show the whole world how you gave Eminem VD (Agh!)
I'm sick of you little girl and boy groups
All you do is annoy me, so I have been sent here to destroy you
And there's a million of us just like me
Who cuss like me, who just don't give a fuck like me
Who dress like me; walk, talk and act like me
And just might be the next best thing, but not quite me
'Cause I'm Slim Shady, yes, I'm the real Shady
All you other Slim Shadys are just imitating
So won't the real Slim Shady please stand up
Please stand up, please stand up?
'Cause I'm Slim Shady, yes, I'm the real Shady
All you other Slim Shadys are just imitating
So won't the real Slim Shady please stand up
Please stand up, please stand up?

I'm like a head trip to listen to, 'cause I'm only givin' you
Things you joke about with your friends inside your livin' room
The only difference is I got the balls to say it in front of y'all
And I don't gotta be false or sugarcoat it at all
I just get on the mic and spit it
And whether you like to admit it, I just shit it
Better than ninety percent of you rappers out can
Then you wonder: ""How can kids eat up these albums like Valiums?""
It's funny, 'cause at the rate, I'm going, when I'm thirty
I'll be the only person in the nursing home flirting
Pinching nurse's asses when I'm jacking off with Jergens
And I'm jerking, but this whole bag of Viagra isn't working
And every single person is a Slim Shady lurking
He could be working at Burger King, spittin' on your onion rings
Or in the parking lot, circling, screaming, ""I don't give a fuck!""
With his windows down and his system up
So will the real Shady please stand up
And put one of those fingers on each hand up?
And be proud to be outta your mind and outta control
And one more time, loud as you can, how does it go?
I'm Slim Shady, yes, I'm the real Shady
All you other Slim Shadys are just imitating
So won't the real Slim Shady please stand up
Please stand up, please stand up?
'Cause I'm Slim Shady, yes, I'm the real Shady
All you other Slim Shadys are just imitating
So won't the real Slim Shady please stand up
Please stand up, please stand up?
'Cause I'm Slim Shady, yes, I'm the real Shady
All you other Slim Shadys are just imitating
So won't the real Slim Shady please stand up
Please stand up, please stand up?
'Cause I'm Slim Shady, yes, I'm the real Shady
All you other Slim Shadys are just imitating
So won't the real Slim Shady please stand up
Please stand up, please stand up?

Ha ha, I guess there's a Slim Shady in all of us
Fuck it, let's all stand up!432Embed"
148,Daniela Spector,כל הדברים היפים באמת,"1 ContributorKol Hadvarim Hayafim Be’emet - כל הדברים היפים באמת Lyricsכל הדברים היפים באמת
מתגלים בזמנם
האיטי, הבלתי מתחשב
כל הדברים היפים באמת
מתגלים בזמנם
האיטי, הבלתי מתחשב

כל הדברים היפים באמת
מתגלים בזמנם
האיטי, הבלתי מתחשב
האוהב, הפועם בקצבו של הלבYou might also likeEmbed"
149,Eden Hason,אל תשברי לי את הלב,"2 ContributorsAl Tishberi Li Et Halev - אל תשברי לי את הלב Lyrics
אני ואת זו שריטה עמוקה
לטיפה או מכה וטיפול פסיכולוגי
גם אם נרד לתחילת הסיפור
נחבר תשבור חפירה ארכיולוגית
אנ'לא אדע איך הפכתי להיות
זה שרץ בלילות בשבילך
עם דקירות בחזה והמון זעם
עדיין מחייך

רק אל תשברי לי את הלב
תחבקי אותי חזק ואז תמשיכי, אני אוהב
ולמרות הכל בסוף השיר תלכי לי
רק אל תשברי לי את הלב
תנשקי ותעלמי לי

אני ואת זו מילה ישנה
עד שאת מפתיעה
מגלה שטעית
כמובן אחבק אותך שוב
תדפקי לי ערבוב
ואת שוב בחזית
ואני אהפוך להיות
זה שרץ בלילות בשבילך
עם דקירות בחזה והמון זעם
עדיין בשבילך
You might also like
רק אל תשברי לי את הלב
תחבקי אותי חזק ואז תמשיכי, אני אוהב
ולמרות הכל בסוף השיר תלכי לי
רק אל תשברי לי את הלב
תחזרי ותעלמי לי
רק אל תשברי לי את הלב
תחבקי אותי חזק ואז תמשיכי
איך אחרי הכל אני אוהב
ולמרות הכל תלכי לי
רק אל תשברי לי את הלב
תחזרי ותעלמי לי
למה זה חייב להיות כואב1Embed"
150,Eden Hason,איך את אוהבת,"1 ContributorEich At Ohevet - איך את אוהבת Lyrics
אין לה כבר מה לעשות
אז עוד עשן אל הריאות
שורפת לה לילות נראה שרע לה
החליפה אלף חברות
כמו גרביים במגירות
שוב כל עשרת המכות כל לילה

תראה אני עכשיו
נזרקת למקום אחר מתאים לי כבר להשאר לשמוע אותך
היי.. זה המצב
רציתי בטן גב, אבל אותך יותר

איך את אוהבת לדבר עם העיניים
אז תגידי מה נהיה, תגידי מה נהיה
איך אני ואת רוקדים בחוץ חיוך מלא שיניים
ואיזו אוירה, איזו אוירה

יש לה חשק למתוק
אחרי סיבוב מהירוק
היא מתחילה לרקוד פתאום כבר טוב לה
כי טוב לה, טוב לי, טוב יותר..
ויש אוויר טוב בחצר ותכלס? אין מה למהר כי טוב לה
You might also like
תראה אני עכשיו
נזרקת למקום אחר מתאים לי כבר להשאר לשמוע אותך
היי.. זה המצב
רציתי בטן גב, אבל אותך יותר

איך את אוהבת לדבר עם העיניים
אז תגידי מה נהיה, תגידי מה נהיה
איך אני ואת רוקדים בחוץ חיוך מלא שיניים
ואיזו אוירה, איזו אוירהEmbed"
151,Omer Adam,טמפרטורה,"3 ContributorsTemperatura - טמפרטורה Lyrics
Omer Adam
Richie Loop
Oh oh oh oh oh oh oh
Askibidibidibi doom dam dem
Bam ba badim ba ba doom bam dem
Askibidibidibi doom dam dem
Bam ba bam badum dem
Si!

מה השעה ומתי אני בא
ומתי את יורדת למטה הולכים לים (יאללה ים)
שימי ביקיני קטן לבנטיני
נהייתי בלונדיני מרוב שהשמש חם (כמה חם)
כאן, כאן זה לא קובה
אבל יש לי שמש ואותך

תסובב לה ת'טמפרטורה
סובה-סובה-סובה-בה-בה
תן לה בטמפרטורה
קח אותה לקובּה-בּה-בּה

קוקוס מלון, אבטיח טילון
המזרח הלטינו-תיכון, המוחיטו כאן (קנקון כאן)
עד שיקרה לנו משהו גדול
בואי נשכב על החול
נתפנן על השמש חם
כאן לא קרטחנה
אבל יש לי שמש ואותך
You might also like
תסובב לה ת'טמפרטורה
סובה-סובה-סובה-בה-בה
תן לה בטמפרטורה
כמו בקרטחנה-נה-נה
תסובב לה ת'טמפרטורה
סובה-סובה-סובה (תסובב, תסובב)
תן לה בטמפרטורה
כמו בקרטחנה


תסובב לה ת'טמפרטורה
סובה-סובה-סובה-בה-בה
תן לה בטמפרטורה
קח אותה לקובּה-בּה-בּהEmbed"
152,Ishay Ribo,תוכו רצוף אהבה,"6 ContributorsTocho Ratzoof Ahava - תוכו רצוף אהבה Lyrics
חוֹשֵׂךְ שִׁבְטוֹ, מִבְּלִי לַחֲשֹׂךְ אֶת אַהֲבָתוֹ⁠
מוֹשִׁיט אֶת שַׁרְבִיטוֹ, לְכָל הַפּוֹשֵׁט יָדוֹ⁠
עַיִן לֹא מַעְלִים, מֵעַל צֹאן מַרְעִיתוֹ⁠
גַּם כְּשֶׁאָנוּ שִׁבְרֵי כֵלִים, עוֹדֵנוּ כְּלִי חֶמְדָּתוֹ⁠

תּוֹכוֹ רָצוּף אַהֲבָה, רָצוּף אַהֲבָה
בֵּיתוֹ צָפוּף לִרְוָחָה, צָפוּף לִרְוָחָה
מַמְצִיא לָנוּ מְחִילָה, לֹא רַק בִּשְׁעַת הַנְּעִילָה
לְךָ דוּמִיָּה תְהִלָּה


יָדָיו רָב לוֹ, וְאֵין רֵאשִׁית לְרֵאשִׁיתוֹ⁠
גַּם הַשִּׁירָה כְּחוֹל הַיָּם, הִיא רַק מִקְצָת שִׁבְחוֹ⁠
לִפְנִים מִשּׁוּרַת הַדִּין, מַנְהִיג אֶת עוֹלָמוֹ⁠
וּמִלִּפְנֵי הַמַּלְאָכִים, דּוֹרֵשׁ בִּשְׁלוֹם עַמּוֹ⁠

תּוֹכוֹ רָצוּף אַהֲבָה, רָצוּף אַהֲבָה
בֵּיתוֹ צָפוּף לִרְוָחָה, צָפוּף לִרְוָחָה
מַמְצִיא לָנוּ מְחִילָה, לֹא רַק בִּשְׁעַת הַנְּעִילָה
לְךָ דוּמִיָּה תְהִלָּה
You might also like
עָתִיד הוּא לָתֵת פְּאֵר תַּחַת אֵפֶר
שֶׁמֶן שָׂשׂוֹן תַּחַת אֵבֶל
מַעֲטֵה תְהִלָּה תַּחַת רוּחַ כֵּהָה


רָצוּף אַהֲבָה
מַמְצִיא לָנוּ מְחִילָה, לֹא רַק בִּשְׁעַת הַנְּעִילָה
לְךָ דוּמִיָּה תְהִלָּה
תּוֹכוֹ רָצוּף אַהֲבָה, רָצוּף אַהֲבָה
בֵּיתוֹ צָפוּף לִרְוָחָה, צָפוּף לִרְוָחָה
מַמְצִיא לָנוּ מְחִילָה, לֹא רַק בִּשְׁעַת הַנְּעִילָה
לְךָ דוּמִיָּהEmbed"
153,Omer Adam,יעשו לנו כבוד,"5 ContributorsYa’asu Lanu Kavod - יעשו לנו כבוד Lyrics
יושב איתה כמו מאצ'ו על הבר, בר, בר
מרגיש כמו איזה פאבלו אסקובר, בר, בר
מה את עושה זה בא לי טוב
נותן לה דוז פוואה עושה לה טוב

תגידי ת'שם אני לא נושם
תגידי ג'אטם או משהו קטן
קטן עליי לתת לך כל מה שתרצי בינתיים
שוב אציץ לך בעיניים מה רע מראה מראה שעל הקיר
תגידי לה שהיא הכי הכי יפה בעיר שלי

כל הלילה מסיבה וכולם משוגעים עליה ועליי
תרימו לה תרימו לי
אז בואי נשבור את הכוס ונצא לרחוב לרקוד
זה הכל וכולם יעשו לנו כבוד
הלו הלו משטרה יש פה שוד הלילה
גונב לה את הלב שמישהו יעצור אותי
ואם בסוף יהיה טוב אז בואו נצא לרחוב לרקוד
זה הכל זה הכל, מה ביקשתי

אז אני מדבר איתה שטויות על הא ודא ודא ודא
שותה ופתאום ברוסית עונה לי דה דה דה
אז מה את שותה זה בא לי טוב
תכף מחר נו אל תחשוב
You might also like
תגידי ת'שם כבר לא נושם
תגידי ג'אטם כי בא לי
בא לי לנקות ת'ראש איתך איזה יומיים
להרגיש כמו איזה ילד מה רע
מראה מראה שעל הקיר
תגידי לה שהיא הכי הכי יפה בשיר שלי

כל הלילה מסיבה וכולם משוגעים עליה ועליי
תרימו לה תרימו לי
אז בואי נשבור את הכוס ונצא לרחוב לרקוד
זה הכל וכולם יעשו לנו כבוד
הלו הלו משטרה יש פה שוד הלילה
גונב לה את הלב שמישהו יעצור אותי
ואם בסוף יהיה טוב אז בואו נצא לרחוב לרקוד
זה הכל זה הכל, מה ביקשתי

אז תסגרו ת'מסיבה כי כולכם פה משוגעים עליה ועליי
תרימו לה תרימו לי
אז בואי נשבור את הכוס ונצא לרחוב לרקוד
זה הכל וכולם יעשו לנו כבוד
הלו הלו משטרה היה פה שוד הלילה
גנבה לי את הלב שמישהו יעצור אותה
ואם בסוף יהיה טוב אז בואי נצא לרחוב לרקוד זה הכל
זה הכל, מה ביקשתי1Embed"
154,Tomer Yosef,דבש ותפוח,"2 ContributorsDvash Ve’tapuach - דבש ותפוח Lyricsאני האיש שהיה לך
ואת היית לי יום ולילה
היינו זוג משמיים
היינו שקופים כמו מים
כמו מתנת יום הולדת
כמו הבטחה מתקיימת
היינו ספר פתוח
היינו דבש ותפוח
עכשיו הטון קצת שונה
והמרחק משונה
פתאום אני משתנה לי מול העיניים
ואז ברגע הזה
אויר נשאף לחזה
ואין דבר שאני רוצה יותר מאשר
לחבק אותך
שוב משחקים בתופסת
שוב את יוצאת למרפסת
טעם מריר ודלוח
הכתובת בגיר על הלוח
נשלחת יד ומוחקת
נשלח מבט ואת צוחקת
אני שלם ובטוח
אין עלינו מול הרוח
You might also likeעכשיו הטון קצת שונה
והמרחק משונה
פתאום אני משתנה לי מול העיניים
ואז ברגע הזה
אויר נשאף לחזה
ואין דבר שאני רוצה יותר מאשר
לחבק אותך
אני האיש שתמיד יהיה לך
ואת תהיי לי יום ולילה
אנחנו זוג משמיים
אנחנו שקופים כמו מים
כמו מתנת יום הולדת
זאת הבטחה מתקיימת
אנחנו ספר פתוח
אנחנו דבש ותפוח
גם אם הטון קצת שונה
והמרחק משונה
גם אם אני משתנה לי מול העיניים
אז ברגע כזה
אויר נשאף לחזה
ואין דבר שאני רוצה יותר מאשר
לחבק אותךEmbed"
